,dist,direction
05:00:00,31.686020516860587,south
05:30:00,142.89713856847993,south
06:00:00,100.72634161219882,south
06:30:00,123.54766752552382,south
07:00:00,128.83671350844438,south
07:30:00,206.0189586653159,south
08:00:00,134.44018379588323,south
08:30:00,115.22065513958403,south
09:00:00,173.04769094121082,south
09:30:00,197.54357118089507,south
10:00:00,179.30855239809182,south
10:30:00,157.59467208689495,south
11:00:00,102.22915950703626,south
11:30:00,127.89158904121028,south
12:00:00,102.12261163065187,south
12:30:00,85.48298819500329,south
13:00:00,154.18568122878025,south
13:30:00,106.97442038649692,south
14:00:00,179.5078181424123,south
14:30:00,81.2946649541914,south
15:00:00,135.29229562510793,south
15:30:00,81.05516700136906,south
16:00:00,84.45753791950514,south
16:30:00,152.73800180321138,south
17:00:00,40.89445373782652,south
17:30:00,65.85362656595562,south
18:00:00,128.9433031404638,south
18:30:00,77.67895267779822,south
19:00:00,81.36144341912767,south
19:30:00,75.20295898240879,south
20:00:00,119.82765939940822,south
20:30:00,71.72730906442533,south
21:00:00,121.36734028015107,south
05:00:00,38.79705898893025,west
05:30:00,107.19947952657614,west
06:00:00,157.78910299417083,west
06:30:00,215.2845568870158,west
07:00:00,206.6288934982888,west
07:30:00,209.27279364034948,west
08:00:00,261.7697483100177,west
08:30:00,241.5431933330063,west
09:00:00,302.27743527274555,west
09:30:00,311.4663123139914,west
10:00:00,358.89605345624216,west
10:30:00,283.768291373116,west
11:00:00,347.0855449815045,west
11:30:00,411.8988087522507,west
12:00:00,280.4097463316921,west
12:30:00,281.1300061137341,west
13:00:00,245.2227872889971,west
13:30:00,302.03890420764026,west
14:00:00,363.2404869042133,west
14:30:00,222.53116421442132,west
15:00:00,276.40664883872626,west
15:30:00,212.25263279430538,west
16:00:00,280.14272472351524,west
16:30:00,309.99787885128745,west
17:00:00,332.349087328145,west
17:30:00,298.573633841954,west
18:00:00,441.30015266947277,west
18:30:00,354.836130913613,west
19:00:00,384.3761482690467,west
19:30:00,264.9547075170498,west
20:00:00,323.10147460671,west
20:30:00,276.0830396070683,west
21:00:00,166.32190972872027,west
05:00:00,689.8692242698299,north
05:30:00,21.887380810967446,north
06:00:00,45.83152366488919,north
06:30:00,126.57496376075422,north
07:00:00,171.96485531781138,north
07:30:00,253.98824332051626,north
08:00:00,268.57675443218875,north
08:30:00,328.99010332261315,north
09:00:00,245.3648599055519,north
09:30:00,304.0626256819965,north
10:00:00,311.6016268379756,north
10:30:00,218.06020049727096,north
11:00:00,278.28052469297097,north
11:30:00,279.5152765176657,north
12:00:00,411.02994064872263,north
12:30:00,430.7770210225499,north
13:00:00,419.7456637052579,north
13:30:00,391.1513992297106,north
14:00:00,390.30189694949047,north
14:30:00,422.7503871231197,north
15:00:00,452.4737514204253,north
15:30:00,444.612892761332,north
16:00:00,352.5586543064875,north
16:30:00,404.43050633399713,north
17:00:00,486.8488546833628,north
17:30:00,438.38872671632214,north
18:00:00,489.48011340931373,north
18:30:00,390.6476792963551,north
19:00:00,535.3419186560636,north
19:30:00,684.5546282197799,north
20:00:00,453.0024980637136,north
20:30:00,514.6192666316625,north
21:00:00,358.59905515811244,north
05:00:00,258.111916775784,east
05:30:00,223.49031229055922,east
06:00:00,252.3708127758391,east
06:30:00,280.5378875912714,east
07:00:00,227.77132480526632,east
07:30:00,263.1564657340094,east
08:00:00,254.19131510456037,east
08:30:00,271.9911319094361,east
09:00:00,303.42267640037676,east
09:30:00,326.0801973005166,east
10:00:00,273.0930605560444,east
10:30:00,268.98935203911844,east
11:00:00,357.080662888724,east
11:30:00,385.0878522478103,east
12:00:00,291.51769080165786,east
12:30:00,253.59173005633647,east
13:00:00,208.5179810145432,east
13:30:00,242.51393270052552,east
14:00:00,246.63062287640304,east
14:30:00,211.20872120515367,east
15:00:00,251.8578999596944,east
15:30:00,227.8475791837871,east
16:00:00,231.745117870652,east
16:30:00,261.2684076279201,east
17:00:00,156.06335965405432,east
17:30:00,66.58383439805533,east
18:00:00,78.52307399859392,east
18:30:00,122.03900971376335,east
19:00:00,171.59055604589264,east
19:30:00,205.10610722977663,east
20:00:00,152.21730165853688,east
20:30:00,232.3071326022627,east
21:00:00,265.0039520513677,east
