,dist,direction
05:00:00,0.0,south
05:30:00,34.515968560624636,south
06:00:00,15.533398708381789,south
06:30:00,178.80097711770128,south
07:00:00,206.4564117084017,south
07:30:00,0.0,south
08:00:00,0.0,south
08:30:00,0.0,south
09:00:00,50.604464499165054,south
09:30:00,69.84417976885007,south
10:00:00,15.459364791290643,south
10:30:00,12.755816263164292,south
11:00:00,43.55337722485622,south
11:30:00,60.833531768812236,south
12:00:00,318.41473016987084,south
12:30:00,73.12033499476955,south
13:00:00,50.27955066550071,south
13:30:00,58.89448001965421,south
14:00:00,15.92483098740149,south
14:30:00,357.64367121103487,south
15:00:00,105.46189132058404,south
15:30:00,15.634882649557149,south
16:00:00,82.92790187430683,south
16:30:00,0.0,south
17:00:00,0.0,south
17:30:00,20.767351382869965,south
18:00:00,18.003800945874342,south
18:30:00,239.52077769241572,south
19:00:00,11.883800667949425,south
19:30:00,0.0,south
20:00:00,54.31881332188769,south
20:30:00,221.14190434412828,south
21:00:00,216.28646539558133,south
05:00:00,0.0,west
05:30:00,20.9553841724732,west
06:00:00,0.0,west
06:30:00,148.64186776384759,west
07:00:00,172.64866253978872,west
07:30:00,28.673330910461758,west
08:00:00,22.69775406252592,west
08:30:00,20.478166402895948,west
09:00:00,304.9635657742182,west
09:30:00,42.88671959447717,west
10:00:00,33.214222322451306,west
10:30:00,34.80016616957907,west
11:00:00,72.70574318314948,west
11:30:00,74.37579904741105,west
12:00:00,67.66925517374688,west
12:30:00,54.41238548430161,west
13:00:00,34.01850212598516,west
13:30:00,83.89798992588214,west
14:00:00,60.46046663752131,west
14:30:00,40.9606213473183,west
15:00:00,115.08372498718605,west
15:30:00,115.46771635864923,west
16:00:00,80.62729372186647,west
16:30:00,147.1592347566165,west
17:00:00,172.9872747879417,west
17:30:00,72.25984195250977,west
18:00:00,83.13653531989061,west
18:30:00,29.42796388335324,west
19:00:00,58.61126690300531,west
19:30:00,62.73241972008661,west
20:00:00,58.4115409303042,west
20:30:00,55.91870430647606,west
21:00:00,53.82572592798272,west
05:00:00,0.0,north
05:30:00,0.0,north
06:00:00,20.40976434113462,north
06:30:00,117.49359593077708,north
07:00:00,0.0,north
07:30:00,0.0,north
08:00:00,13.085703695097715,north
08:30:00,0.0,north
09:00:00,0.0,north
09:30:00,45.52481630152515,north
10:00:00,0.0,north
10:30:00,45.74640338127954,north
11:00:00,0.0,north
11:30:00,0.0,north
12:00:00,14.830183157889977,north
12:30:00,7.797500890220023,north
13:00:00,39.89173759468089,north
13:30:00,31.108936549269156,north
14:00:00,6.05699551567158,north
14:30:00,54.89657718331766,north
15:00:00,24.902489449517518,north
15:30:00,77.3964929362172,north
16:00:00,81.43522278306352,north
16:30:00,6.247903206487486,north
17:00:00,0.0,north
17:30:00,15.886281119845462,north
18:00:00,9.636512927290621,north
18:30:00,1.4747063090580466,north
19:00:00,16.08894237928301,north
19:30:00,7.797500890220023,north
20:00:00,35.01697184279996,north
20:30:00,9.967859196330416,north
21:00:00,1.0747229423237976,north
05:00:00,0.0,east
05:30:00,262.9303405763013,east
06:00:00,106.30098002688123,east
06:30:00,247.0276746030204,east
07:00:00,104.54898970112677,east
07:30:00,596.9185503448822,east
08:00:00,587.3706008707017,east
08:30:00,543.8869794058256,east
09:00:00,600.3123780871005,east
09:30:00,425.0521231851317,east
10:00:00,336.50527911003604,east
10:30:00,199.49457975594737,east
11:00:00,580.4617000385851,east
11:30:00,331.22721901800645,east
12:00:00,577.8618564684089,east
12:30:00,393.95889946853856,east
13:00:00,577.3435290565966,east
13:30:00,388.2179685950556,east
14:00:00,422.787200005166,east
14:30:00,250.8046955959601,east
15:00:00,242.76797974716752,east
15:30:00,297.4253204745697,east
16:00:00,132.12958513635783,east
16:30:00,371.48502771495805,east
17:00:00,452.6914647392859,east
17:30:00,229.43508108392336,east
18:00:00,314.30199288763515,east
18:30:00,86.11417704982732,east
19:00:00,228.31318013584385,east
19:30:00,53.15253748903755,east
20:00:00,352.758486441012,east
20:30:00,80.3732911549047,east
21:00:00,588.097955838298,east
