,dist,direction
05:00:00,48.7449978668468,south
05:30:00,35.004357891283355,south
06:00:00,24.807120412220375,south
06:30:00,30.47497000962647,south
07:00:00,84.67700760232009,south
07:30:00,115.38050019006985,south
08:00:00,144.17316178750724,south
08:30:00,162.3595964624708,south
09:00:00,122.14550459743037,south
09:30:00,123.1153830304184,south
10:00:00,106.28806621548405,south
10:30:00,135.99654477559858,south
11:00:00,90.87683118371919,south
11:30:00,89.96722559405532,south
12:00:00,85.39207091088542,south
12:30:00,95.5171800714831,south
13:00:00,83.50429222426126,south
13:30:00,121.50659498272833,south
14:00:00,84.38327123198317,south
14:30:00,112.43774360789052,south
15:00:00,90.7032143225137,south
15:30:00,33.613040251510085,south
16:00:00,88.115056494837,south
16:30:00,69.21599646369836,south
17:00:00,77.81042955522153,south
17:30:00,147.27279740075335,south
18:00:00,72.5114903541135,south
18:30:00,97.68675668021248,south
19:00:00,123.3361210085553,south
19:30:00,138.19539119129593,south
20:00:00,77.25308458975121,south
20:30:00,152.02116763646166,south
21:00:00,83.50389221764995,south
05:00:00,42.60957167747593,west
05:30:00,63.16900274288943,west
06:00:00,41.461495125899056,west
06:30:00,113.93034260372379,west
07:00:00,172.67213984581167,west
07:30:00,260.71715092474517,west
08:00:00,223.15233789741083,west
08:30:00,270.5330609240742,west
09:00:00,293.9817702793661,west
09:30:00,330.8332761431675,west
10:00:00,347.5445893791218,west
10:30:00,312.58284097372314,west
11:00:00,285.18750032904137,west
11:30:00,264.3095941863903,west
12:00:00,251.17580299032198,west
12:30:00,315.8725464260456,west
13:00:00,346.54302505109376,west
13:30:00,293.44248161363805,west
14:00:00,314.78831629382205,west
14:30:00,237.28388938969553,west
15:00:00,326.8849635610118,west
15:30:00,329.584464540308,west
16:00:00,242.7109958984173,west
16:30:00,290.4465924982021,west
17:00:00,290.97580709418054,west
17:30:00,276.9481708213301,west
18:00:00,343.09925468678864,west
18:30:00,314.81808032144096,west
19:00:00,242.2020472409212,west
19:30:00,309.11010286802275,west
20:00:00,248.44647806944783,west
20:30:00,316.9664121693813,west
21:00:00,206.55471776373426,west
05:00:00,0.975750469729895,north
05:30:00,535.9314009779217,north
06:00:00,55.69265875742536,north
06:30:00,688.6637793076014,north
07:00:00,535.0708193156505,north
07:30:00,204.7451987944631,north
08:00:00,240.25211019065165,north
08:30:00,229.14898318967965,north
09:00:00,294.316039179407,north
09:30:00,230.39746898665177,north
10:00:00,241.84212624862536,north
10:30:00,227.78469035288373,north
11:00:00,201.96691244861327,north
11:30:00,225.63105270779502,north
12:00:00,234.44376392802633,north
12:30:00,305.25365215125896,north
13:00:00,322.0951177696784,north
13:30:00,328.28435733509554,north
14:00:00,284.9445035825008,north
14:30:00,360.62280031948717,north
15:00:00,276.1065373232958,north
15:30:00,496.3602667057389,north
16:00:00,435.9543393904571,north
16:30:00,409.77601919432345,north
17:00:00,316.5054272027069,north
17:30:00,333.55534800093756,north
18:00:00,455.4571202196583,north
18:30:00,378.2554960607048,north
19:00:00,593.3329098243896,north
19:30:00,559.7326540926074,north
20:00:00,498.3126801618257,north
20:30:00,311.7203019583207,north
21:00:00,252.44693479596668,north
05:00:00,103.53785779520418,east
05:30:00,140.76526593109355,east
06:00:00,110.71163122855035,east
06:30:00,44.294474667150645,east
07:00:00,227.57282471276824,east
07:30:00,102.37977068867372,east
08:00:00,209.3202539153799,east
08:30:00,267.89689598745497,east
09:00:00,251.9369223816174,east
09:30:00,255.36946425946599,east
10:00:00,261.93872935384417,east
10:30:00,254.0269987266617,east
11:00:00,276.95935210621076,east
11:30:00,289.89534068000563,east
12:00:00,299.9446031934583,east
12:30:00,272.46976885834204,east
13:00:00,256.45408019494994,east
13:30:00,245.4217869403972,east
14:00:00,300.5899113825158,east
14:30:00,235.6066229862249,east
15:00:00,261.47483206196335,east
15:30:00,172.3938202414434,east
16:00:00,138.846806110435,east
16:30:00,132.50407070031963,east
17:00:00,128.1934422124792,east
17:30:00,180.9608810177523,east
18:00:00,146.76207137168387,east
18:30:00,177.8913111386443,east
19:00:00,191.4406437169581,east
19:30:00,213.63442935323053,east
20:00:00,202.07531818261526,east
20:30:00,164.58125056843727,east
21:00:00,100.1679110939373,east
