,dist,direction
05:00:00,48.7449978668468,south
05:30:00,50.27394590915057,south
06:00:00,26.715458137982115,south
06:30:00,26.76071210173634,south
07:00:00,84.67700760232009,south
07:30:00,129.96542203678302,south
08:00:00,171.7481323808853,south
08:30:00,169.28288460490882,south
09:00:00,122.14550459743037,south
09:30:00,123.1153830304184,south
10:00:00,132.59089705850883,south
10:30:00,140.82411953514958,south
11:00:00,122.73999597083474,south
11:30:00,115.1148298989973,south
12:00:00,63.96765456302258,south
12:30:00,97.86197123252863,south
13:00:00,89.43391203040707,south
13:30:00,124.37296933045373,south
14:00:00,102.1209871871086,south
14:30:00,149.34143508396136,south
15:00:00,101.52266111462353,south
15:30:00,51.291407234084296,south
16:00:00,96.93030943216357,south
16:30:00,78.11265701653588,south
17:00:00,79.86423125009345,south
17:30:00,151.89934665520457,south
18:00:00,80.80806460429204,south
18:30:00,95.58400547823977,south
19:00:00,125.78833836288977,south
19:30:00,134.16649578948963,south
20:00:00,132.23580558418445,south
20:30:00,152.02116763646166,south
21:00:00,93.55476375361762,south
05:00:00,39.70529878844484,west
05:30:00,63.56229894467715,west
06:00:00,40.842999775629394,west
06:30:00,109.19131495066303,west
07:00:00,108.36670948554814,west
07:30:00,282.17701003500787,west
08:00:00,239.93652793174604,west
08:30:00,329.3528223973959,west
09:00:00,283.98530993376903,west
09:30:00,305.1715335364049,west
10:00:00,348.35717690474087,west
10:30:00,309.4892326992473,west
11:00:00,299.6573062099776,west
11:30:00,306.99926980021644,west
12:00:00,265.61963289699065,west
12:30:00,316.94484493438665,west
13:00:00,341.2244973074922,west
13:30:00,332.17501110456675,west
14:00:00,333.1228793676127,west
14:30:00,254.9228709478769,west
15:00:00,333.8996060610706,west
15:30:00,332.8727776356907,west
16:00:00,247.585722038711,west
16:30:00,302.735209133719,west
17:00:00,268.226809780812,west
17:30:00,322.36982217372326,west
18:00:00,345.6475888424148,west
18:30:00,325.2726150462038,west
19:00:00,281.4080607563325,west
19:30:00,274.8650027187742,west
20:00:00,219.26342424924314,west
20:30:00,319.5238383138149,west
21:00:00,209.88188805767555,west
05:00:00,10.045039196823002,north
05:30:00,35.74167702871096,north
06:00:00,51.37557694946315,north
06:30:00,534.3178867722243,north
07:00:00,318.94206746749705,north
07:30:00,204.7451987944631,north
08:00:00,238.5782526459675,north
08:30:00,209.8270805557229,north
09:00:00,280.71096926202716,north
09:30:00,218.62286148247355,north
10:00:00,200.5584122781151,north
10:30:00,249.9709760205692,north
11:00:00,260.04614687468217,north
11:30:00,268.1192695323351,north
12:00:00,313.5367286954805,north
12:30:00,354.50048363438714,north
13:00:00,348.424015783693,north
13:30:00,346.90475234876794,north
14:00:00,309.6136659611008,north
14:30:00,374.62425006425093,north
15:00:00,292.43625050482484,north
15:30:00,496.93728252875127,north
16:00:00,421.2125476500214,north
16:30:00,441.0317839556534,north
17:00:00,350.9298518826482,north
17:30:00,294.83665144213546,north
18:00:00,443.9984130521767,north
18:30:00,428.06420092820673,north
19:00:00,719.2517946346607,north
19:30:00,625.8230335948022,north
20:00:00,539.5136680977914,north
20:30:00,360.2412554817838,north
21:00:00,259.2851499982379,north
05:00:00,231.83135062638198,east
05:30:00,151.7291469145754,east
06:00:00,134.63667476057864,east
06:30:00,49.99990257590886,east
07:00:00,227.96420259352303,east
07:30:00,186.80325166338514,east
08:00:00,202.8537278549988,east
08:30:00,245.22773246815618,east
09:00:00,251.9369223816174,east
09:30:00,242.64606667077365,east
10:00:00,268.5290149194482,east
10:30:00,253.88971573949362,east
11:00:00,290.01611910118015,east
11:30:00,286.88715537750454,east
12:00:00,299.9446031934583,east
12:30:00,282.5600438895858,east
13:00:00,292.2763509503669,east
13:30:00,235.6066229862249,east
14:00:00,274.4088993214606,east
14:30:00,236.41682582856274,east
15:00:00,269.826849660591,east
15:30:00,206.1597996284027,east
16:00:00,149.16846280639763,east
16:30:00,141.068035360318,east
17:00:00,151.99435302837034,east
17:30:00,180.9608810177523,east
18:00:00,148.61905757776458,east
18:30:00,190.4180633389102,east
19:00:00,219.8363636113102,east
19:30:00,248.41498349461273,east
20:00:00,223.00408282813493,east
20:30:00,160.89748225232353,east
21:00:00,122.42434077373798,east
